ex:monk/a_nan","Tôn Giả A Nan"
"ex:monk/truong_an_dien_quy","Trường An Diên Quy"
"ex:monk/truong_cuu_thanh","Cư Sĩ Thị Lang Trương Cửu Thành"
"ex:monk/truong_khanh_dao_hy","Trường Khánh Đạo Hy"
"ex:monk/truong_khanh_hoang_bien","Trường Khánh Hoằng Biện"
"ex:monk/truong_khanh_hue_lang","Trường Khánh Huệ Lăng"
"ex:monk/truong_khanh_thuong_tue","Trường Khánh Thường Tuệ"
"ex:monk/truong_khanh_tue_xiem","Trường Khánh Tuệ Xiêm"
"ex:monk/truong_linh_thu_trac","Long Hoa Bản"
"ex:monk/truong_linh_thu_trac","Trường Linh Thủ Trác"
"ex:monk/truong_lo_dieu_giac","Trường Lô Diệu Giác"
"ex:monk/truong_lo_lam","Trường Lô Lâm"
"ex:monk/truong_lo_tue_ngo","Trường Lô Tuệ Ngộ"
"ex:monk/truong_sa_canh_sam","Trường Sa Cảnh Sầm"
"ex:monk/truong_sanh_hao_nhien","Trường Sanh Hạo Nhiên"
"ex:monk/truong_thuy_tu_tuyen","Trường Thủy Tử Tuyền"
"ex:monk/truong_tich_sung_kien","Trượng Tích Sùng Kiên"
"ex:monk/truong_tich_tu_ky","Trượng Tích Tu Kỷ"
"ex:monk/truong_vien","Trường Viễn"
"ex:monk/truy_chau_thuy_luc","Truy Châu Thủy Lục"
"ex:monk/tt_duc_nguyen_tien_dat","TT Đức Nguyên Tiến Đạt"
"ex:monk/tt_nguyen_cat_thien_tuong","TT Nguyên Cát Thiện Tường"
"ex:monk/tt_nguyen_chi_hanh_minh","TT Nguyên Chi Hạnh Minh"
"ex:monk/tt_nguyen_hong_tu_phong","TT Nguyên Hồng Từ Phong"
"ex:monk/tt_nguyen_minh_minh_duc","TT Nguyên Minh Minh Đức"
"ex:monk/tt_ong_vien_vien_uc","TT Ðồng Viên Viên Ðức"
"ex:monk/tt_tam_chi_tinh_hanh","TT Tâm Chí Tịnh Hạnh"
"ex:monk/tt_tam_y_truong_dinh","TT Tâm Ý Trường Định"
"ex:monk/tt_thich_dong_chon","TT Thích Đồng Chơn"
"ex:monk/tt_thich_hanh_tuan","TT Thích Hạnh Tuấn"
"ex:monk/tt_thich_minh_dung","TT Thích Minh Dung"
"ex:monk/tt_thich_nguyen_hien","TT Thích Nguyên Hiền"
"ex:monk/tt_thich_ong_trung","TT Thích Ðồng Trung"
"ex:monk/tt_thich_vien_tinh","TT Thích Viên Tịnh"
"ex:monk/tt_trung_tuong_tinh_tri","TT Trừng Tường Tịnh Trí"
"ex:monk/tu_bach_chan_kha","Tử Bách Chân Khả"
"ex:monk/tu_chau_dung_nguyen","Tứ Châu Dụng Nguyên"
"ex:monk/tu_chau_tri_san","Tư Châu Trí Sằn"
"ex:monk/tu_chau_xu_tich","Tư Châu Xử Tịch"
"ex:monk/tu_chu_phuong_niem","Từ Chu Phương Niệm"
"ex:monk/tu_do_trong_tuyen","Tứ Độ Trọng Tuyên"
"ex:monk/tu_dong","Tử Đồng"
"ex:monk/tu_ho_ly_tong","Tử Hồ Lý Tông"
"ex:monk/tu_khong_bon_tinh","Tư Không Bổn Tịnh"
"ex:monk/tu_lang_khuong_nhat","Tử Lăng Khuông Nhất"
"ex:monk/tu_lang_to","Tử Lăng Tổ"
"ex:monk/tu_lang_tu_du","Tử Lăng Tự Du"
"ex:monk/tu_minh_hue_nhat","Từ Minh Huệ Nhật"
"ex:monk/tu_ngoc_dao_thong","Tử Ngọc Đạo Thông"
"ex:monk/tu_phuoc_nhu_bao","Tư Phước Như Bảo"
"ex:monk/tu_phuoc_thua","Tư Phước Thừa"
"ex:monk/tu_phuoc_tri_vien","Tư Phước Trí Viễn"
"ex:monk/tu_quoc_vien_tan","Tư Quốc Viên Tấn"
"ex:monk/tu_son_hanh_nhat","Từ Sơn Hành Nhất"
"ex:monk/tu_tai_truong_chuyet","Tú Tài Trương Chuyết"
"ex:monk/tu_thanh_nam","Tư Thánh Nam"
"ex:monk/tu_thi_thuy_tien","Từ Thị Thụy Tiên"
"ex:monk/tu_tho_dieu_tong","Tư Thọ Diệu Tổng"
"ex:monk/tu_to_hai","Tứ Tổ Hải"
"ex:monk/tu_to_phap_dien","Tứ Tổ Pháp Diễn"
"ex:monk/tu_to_thanh_hao","Tứ Tổ Thanh Hạo"
"ex:monk/tu_to_xu_nhan","Tứ Tổ Xử Nhân"
"ex:monk/tu_van_dao","Từ Vân Ðạo"
"ex:monk/tu_van_hai_tuan","Từ Vân Hải Tuấn"
"ex:monk/tu_van_ngan_long","Từ Vân Ngạn Long"
"ex:monk/tue_an_tue_uyen","Tuệ An Tuệ Uyên"
"ex:monk/tue_hai_nghi","Tuệ Hải Nghi"
"ex:monk/tue_lam_duc_ton","Tuệ Lâm Ðức Tốn"
"ex:monk/tue_lam_hong_cuu","Tuệ Lâm Hồng Cứu"
"ex:monk/tue_luc_dong_nguyen","Tuệ Lực Ðộng Nguyên"
"ex:monk/tue_luc_kha_xuong","Tuệ Lực Khả Xướng"
"ex:monk/tue_luc_ngo","Tuệ Lực Ngộ"
"ex:monk/tue_luc_tue_nam","Tuệ Lực Tuệ Nam"
"ex:monk/tue_minh_van","Tuệ Minh Vân"
"ex:monk/tue_nhat_hung_dao","Tuệ Nhật Hưng Ðạo"
"ex:monk/tue_nhat_huyen_ngac","Tuệ Nhật Huyền Ngạc"
"ex:monk/tue_nhat_minh","Hoàng Bá Vĩnh Thái"
"ex:monk/tue_nhat_minh","Tuệ Nhật Minh"
"ex:monk/tue_nhat_nam","Tuệ Nhật Nam"
"ex:monk/tue_nhat_van_nha","Tuệ Nhật Văn Nhã"
"ex:monk/tue_tinh_ty_tho","Tuệ Tĩnh Tỳ Thọ"
"ex:monk/tue_vien","Tuệ Viên"
"ex:monk/tung_dinh_tu_nghiem","Tùng Đình Tử Nghiêm"
"ex:monk/tung_nhac_hue_an","Quốc Sư Tung Nhạc Huệ An"
"ex:monk/tung_nhac_hue_an","Tung Nhạc Huệ An"
"ex:monk/tung_nhac_nguyen_khue","Tung Nhạc Nguyên Khuê"
"ex:monk/tung_nhac_pha_tao_doa","Tung Nhạc Phá Táo Đọa"
"ex:monk/tung_son_an_duc","Tung Sơn An Đức"
"ex:monk/tung_son_lac_kinh","Tung Sơn Lạc Kinh"
"ex:monk/tung_son_pho_tich","Tung Sơn Phổ Tịch"
"ex:monk/tung_son_toan","Tung Sơn Toàn"
"ex:monk/tuong_chau_bang_uan","Tương Châu Bàng Uẩn"
"ex:monk/tuong_chau_cao_dinh_gian","Tương Châu Cao Đình Giản"
"ex:monk/tuong_chau_coc_an","Tương Châu Cốc Ẩn"
"ex:monk/tuong_chau_coc_son_phong","Tương Châu Cốc Sơn Phong"
"ex:monk/tuong_chau_dinh_tue","Tương Châu Định Tuệ"
"ex:monk/tuong_chau_dong_son_hau","Tương Châu Động Sơn Hậu"
"ex:monk/tuong_chau_hue_man","Tương Châu Huệ Mãn"
"ex:monk/tuong_chau_hue_vien","Tương Châu Huệ Viễn"
"ex:monk/tuong_chau_lich_thon","Tương Châu Lịch Thôn"
"ex:monk/tuong_chau_phap_doan","Tương Châu Pháp Đoan"
"ex:monk/tuong_chau_quang_duc_nghia","Tương Châu Quảng Đức Nghĩa"
"ex:monk/tuong_chau_thach_mon_hien","Tương Châu Thạch Môn Hiến"
"ex:monk/tuong_chau_thuu_lanh","Tương Châu Thứu Lãnh"
"ex:monk/tuong_chau_vuong_kinh_so","Tương Châu Vương Kính Sơ"
"ex:monk/tuong_dam_minh","Tương Đàm Minh"
"ex:monk/tuong_dien_pham_khanh","Tượng Điền Phạm Khanh"
"ex:monk/tuong_nhi_vien_giac","Tượng Nhĩ Viên Giác"
"ex:monk/tuong_quang_trung_tinh","Tường Quang Trừng Tịnh"
"ex:monk/tuong_quoc_bui_huu_cong_my","Công Mỹ"
"ex:monk/tuong_quoc_bui_huu_te_nguyen","Tể Nguyên"
"ex:monk/tuong_quoc_bui_huu_thien_su","Thiền sư"
"ex:monk/tuong_son_bao_tam","Tương Sơn Bảo Tâm"
"ex:monk/tuong_son_giac_hai","Tương Sơn Giác Hải"
"ex:monk/tuong_son_thien_truc","Tương Sơn Thiện Trực"
"ex:monk/tuong_thanh_quang_tung","Tường Thanh Quảng Tùng"
"ex:monk/tuy_chau_sung_bao","Tùy Châu Sùng Bảo"
"ex:monk/tuy_chau_tu_son","Tùy Châu Tu Sơn"
"ex:monk/tuyen_chau_dong_thien","Tuyền Châu Đông Thiền"
"ex:monk/tuyen_chau_hau_chieu_khanh","Tuyền Châu Hậu Chiếu Khánh"
"ex:monk/tuyen_chau_lac_ha","Tuyên Châu Lạc Hà"
"ex:monk/tuyen_chau_luc_hoan","Tuyên Châu Lục Hoàn"
"ex:monk/tuyen_chau_ngoa_quan","Tuyền Châu Ngõa Quan"
"ex:monk/tuyen_chau_phung_hoang_cuong","Tuyền Châu Phụng Hoàng Cường"
"ex:monk/tuyen_chau_tay_minh_tham","Tuyền Châu Tây Minh Thâm"
"ex:monk/tuyen_chau_thuy_long","Tuyền Châu Thùy Long"
"ex:monk/tuyen_minh_phat_an","Tuyên Minh Phật Ấn"
"ex:monk/tuyet_dau_ai_chung","Tuyết Đậu Ðại Chứng"
"ex:monk/tuyet_dau_duc_van","Tuyết Đậu Đức Vân"
"ex:monk/tuyet_dau_hoan","Tuyết Đậu Hoán"
"ex:monk/tuyet_dau_phap_nha","Tuyết Đậu Pháp Nhã"
"ex:monk/tuyet_dau_thuong_thong","Tuyết Đậu Thương Thông"
"ex:monk/tuyet_dau_toai","Tuyết Đậu Toại"
"ex:monk/tuyet_dau_tri","Tuyết Đậu Trí"
"ex:monk/tuyet_dau_tri_giam","Tuyết Đậu Trí Giám"
"ex:monk/tuyet_dau_tu_tong","Tuyết Đậu Tự Tông"
"ex:monk/tuyet_dinh_phuc_du","Tuyết Đình Phúc Dụ"
"ex:monk/tuyet_giau_chon_phac","Tuyết Giậu Chơn Phác"
"ex:monk/tuyet_nham_nhu_man","Tuyết Nham Như Mãn"
"ex:monk/tuyet_nham_to_kham","Tuyết Nham Tổ Khâm"
"ex:monk/tuyet_phong_nghia_ton","Tuyết Phong Nghĩa Tồn"
"ex:monk/tuyet_phong_tue_tham","Tuyết Phong Tuệ Thâm"
"ex:monk/tuyet_phong_uan_van","Tuyết Phong Uẩn Vân"
"ex:monk/ty_bo_ton","Cư Sĩ Tỷ Bộ Tôn"
"ex:monk/ty_ni_da_luu_chi","Tỳ Ni Đa Lưu Chi"
"ex:monk/u_chau_ban_son","U Châu Bàn Sơn"
"ex:monk/u_chau_dam_khong","U Châu Đàm Không"
"ex:monk/u_chau_hong_loa","U Châu Hồng Loa"
"ex:monk/u_khe","U Khê"
"ex:monk/u_nham_tu_vinh","U Nham Tử Vịnh"
"ex:monk/u_the_dao_u","U Thê Đạo U"
"ex:monk/uan_khong_thuong_trung","Uẩn Không Thường Trung"
"ex:monk/uc_chau_thu_nhan","Ức Châu Thủ Nhàn"
"ex:monk/uu_ba_cuc_da","Tôn Giả Ưu Ba Cúc Đa"
"ex:monk/van_an_thanh_van","Vạn An Thanh Vận"
"ex:monk/van_cai_chi_han","Vân Cái Chí Hãn"
"ex:monk/van_cai_chi_nguyen","Vân Cái Chí Nguyên"
"ex:monk/van_cai_quy_ban","Vân Cái Quy Bản"
"ex:monk/van_cai_thu_tri","Vân Cái Thủ Trí"
"ex:monk/van_cai_tri_ban","Vân Cái Trí Bản"
"ex:monk/van_chau_chanh_giac","Vận Châu Chánh Giác"
"ex:monk/van_chau_tu_thien","Vận Châu Tứ Thiền"
"ex:monk/van_cong_duong_uc","Cư Sĩ Văn Công Dương Ức"
"ex:monk/van_cu_dao_gian","Vân Cư Đạo Giản"
"ex:monk/van_cu_dao_ung","Vân Cư Đạo Ưng"
"ex:monk/van_cu_duc_hoi","Vân Cư Ðức Hội"
"ex:monk/van_cu_duc_thang","Vân Cư Ðức Thăng"
"ex:monk/van_cu_hieu_thuan","Vân Cư Hiểu Thuấn"
"ex:monk/van_cu_hoai_nhac","Vân Cư Hoài Nhạc"
"ex:monk/van_cu_nang","Vân Cư Năng"
"ex:monk/van_cu_nguyen_huu","Vân Cư Nguyên Hựu"
"ex:monk/van_cu_phap_nhu","Vân Cư Pháp Như"
"ex:monk/van_cu_thanh_tich","Vân Cư Thanh Tích"
"ex:monk/van_cu_thien_ngo","Vân Cư Thiện Ngộ"
"ex:monk/van_cu_tong_chan","Vân Cư Tông Chấn"
"ex:monk/van_cu_tu_vien","Vân Cư Tự Viên"
"ex:monk/van_cu_xuong","Vân Cư Xương"
"ex:monk/van_dai_linh_sam","Vân Đài Linh Sầm"
"ex:monk/van_danh_giam","Vân Đảnh Giám"
"ex:monk/van_danh_hai_bang","Vân Đảnh Hải Bằng"
"ex:monk/van_dinh_ho_an_quoc","Cư Sĩ Văn Ðịnh Hồ An Quốc"
"ex:monk/van_ich_phap_nhan","Văn Ích Pháp Nhãn"
"ex:monk/van_mon_bao_an","Vân Môn Bảo Ấn"
"ex:monk/van_mon_hai_an","Vân Môn Hải Án"
"ex:monk/van_mon_hai_yen","Vân Môn Hải Yến"
"ex:monk/van_mon_hien_kham","Vân Môn Hiển Khâm"
"ex:monk/van_mon_linh_van","Vân Môn Linh Vận"
"ex:monk/van_mon_van_yen","Vân Môn Văn Yển"
"ex:monk/van_ngoai_van_tu","Vân Ngoại Vân Tụ"
"ex:monk/van_nham_dam_thanh","Vân Nham Đàm Thạnh"
"ex:monk/van_nham_thien_du","Vân Nham Thiên Du"
"ex:monk/van_nien_dam_bi","Vạn Niên Đàm Bí"
"ex:monk/van_nien_dao_nhan","Vạn Niên Đạo Nhàn"
"ex:monk/van_phong_dao_vien","Vân Phong Ðạo Viên"
"ex:monk/van_phong_quang_tu","Vân Phong Quang Tự"
"ex:monk/van_phong_thoi_uy","Vạn Phong Thời Ủy"
"ex:monk/van_phong_tue_xuong","Vân Phong Tuệ Xướng"
"ex:monk/van_sam_thieu_tu","Vạn Sam Thiệu Từ"
"ex:monk/van_son","Vân Sơn"
"ex:monk/van_tho_phap_thuyen","Vạn Thọ Pháp Thuyên"
"ex:monk/van_tho_pho_tin","Vạn Thọ Phổ Tín"
"ex:monk/van_tho_tu_ho","Vạn Thọ Tự Hộ"
"ex:monk/van_tho_ung_thanh","Vạn Thọ Ứng Thành"
"ex:monk/van_thu_tam_dao","Văn Thù Tâm Đạo"
"ex:monk/van_thu_tu_nghiep","Văn Thù Tư Nghiệp"
"ex:monk/van_thu_tuyen_nang","Văn Thù Tuyên Năng"
"ex:monk/van_thu_ung_chan","Văn Thù Ứng Chân"
"ex:monk/van_tong_tinh_not","Vân Tông Tịnh Nột"
"ex:monk/van_tung_hanh_tu","Vạn Tùng Hành Tú"
"ex:monk/ve_quoc_kinh_trieu_dao","Vệ Quốc Kinh Triệu Đạo"
"ex:monk/vien_ngo_khac_can","Viên Ngộ Khắc Cần Phật Quả"
"ex:monk/vien_thanh_trung_thong","Viên Thành Trừng Thông"
"ex:monk/vien_thong","Viên Thông"
"ex:monk/vien_thong_dao_man","Viên Thông Ðạo Mân"
"ex:monk/vien_thong_duyen_duc","Viên Thông Duyên Đức"
"ex:monk/vien_thong_thu_tue","Viên Thông Thủ Tuệ"
"ex:monk/vien_thong_uc_chi","Viên Thông Ðức Chỉ"
"ex:monk/vien_van_chuyet_cong","Viên Văn Chuyết Công"
"ex:monk/viet_chau_can_phong","Việt Châu Càn Phong"
"ex:monk/viet_chau_viet_phong","Việt Châu Việt Phong"
"ex:monk/viet_chau_viet_son_nai","Việt Châu Việt Sơn Nãi"
"ex:monk/vinh_an_dieu_hy","Vĩnh An Diệu Hỷ"
"ex:monk/vinh_an_hoai_liet","Vĩnh An Hoài Liệt"
"ex:monk/vinh_an_nguyen_chanh","Vĩnh An Nguyên Chánh"
"ex:monk/vinh_an_thien_tinh","Vĩnh An Thiện Tịnh"
"ex:monk/vinh_an_tinh_ngo","Vĩnh An Tịnh Ngộ"
"ex:monk/vinh_an_tue_do","Vĩnh An Tuệ Độ"
"ex:monk/vinh_an_tuyet_phong","Vĩnh An Tuyết Phong"
"ex:monk/vinh_gia_huyen_giac","Vĩnh Gia Huyền Giác"
"ex:monk/vinh_giac_nguyen_hien","Vĩnh Giác Nguyên Hiền"
"ex:monk/vinh_khanh_quang_pho","Vĩnh Khánh Quang Phổ"
"ex:monk/vinh_long_ngan_doan","Vĩnh Long Ngạn Đoan"
"ex:monk/vinh_minh_dao_hong","Vĩnh Minh Đạo Hồng"
"ex:monk/vinh_minh_dao_tiem","Vĩnh Minh Đạo Tiềm"
"ex:monk/vinh_phong_tue_nhat","Am Chủ Vĩnh Phong Tuệ Nhật"
"ex:monk/vinh_phuoc_dien_chieu","Vĩnh Phước Diên Chiếu"
"ex:monk/vinh_phuoc_tung_yem","Vĩnh Phước Tùng Yểm"
"ex:monk/vinh_xuong_giac_thua","Vĩnh Xướng Giác Thừa"
"ex:monk/vo_chau_so_son","Võ Châu Sơ Sơn"
"ex:monk/vo_chuan_su_pham","Vô Chuẩn Sư Phạm"
"ex:monk/vo_dang_phat_nham","Võ Đang Phật Nham"
"ex:monk/vo_dang_phat_nham_huy","Võ Đang Phật Nham Huy"
"ex:monk/vo_huyen_tinh_xung","Vô Huyễn Tịnh Xung"
"ex:monk/vo_minh_te_ngo","Vô Tế Minh Ngộ"
"ex:monk/vo_minh_tue_kinh","Vô Minh Tuệ Kinh"
"ex:monk/vo_mon_hue_khai","Vô Môn Huệ Khai"
"ex:monk/vo_ngon_thong","Vô Ngôn Thông"
"ex:monk/vo_phuong_kha_tung","Vô Phương Khả Tùng"
"ex:monk/vo_tan_tue_hai","Vô Tận Tuệ Hải"
"ex:monk/vo_tuyen_son_chinh","Võ Tuyền Sơn Chính"
"ex:monk/vo_vi_nghia_tung","Vô Vi Nghĩa Tung"
"ex:monk/vo_vi_thu_duyen","Vô Vi Thủ Duyên"
"ex:monk/vo_vi_tong_thai","Vô Vi Tông Thái"
"ex:monk/vu_chau_huyen_sach","Vụ Châu Huyền Sách"
"ex:monk/vu_chau_quoc_thai_thao","Vụ Châu Quốc Thái Thao"
"ex:monk/vu_chau_tan_kien","Vụ Châu Tân Kiến"
"ex:monk/vuong_tuy","Thừa Tướng Vương Tùy"
"ex:monk/xa_da_da","Tôn Giả Xà Dạ Đa"
"ex:monk/xa_loi_huyen_xien","Xá Lợi Huyền Xiển"
"ex:monk/xu_chau_quang_loi_dung","Xứ Châu Quảng Lợi Dung"
"ex:monk/xu_mat_tu_phu","Cư Sĩ Xu Mật Từ Phủ""
